Number_of_Groups,Task_group
10,"{0: [52, 86, 78, 55, 89], 1: [20, 57, 6, 92], 2: [85, 5, 46, 90], 3: [80, 84], 4: [30, 91], 5: [81, 2, 67, 22, 70], 6: [25], 7: [61, 28, 24, 18], 8: [83, 87, 27, 59], 9: [76, 12, 9, 10]}"
12,"{0: [2, 6], 1: [52, 22, 89], 2: [84, 55, 12, 91, 70, 18], 3: [80, 20, 57, 24, 10], 4: [83, 27, 92], 5: [86, 46, 67], 6: [28, 9], 7: [81, 85], 8: [25, 87], 9: [59], 10: [76, 78, 61], 11: [5, 30, 90]}"
16,"{0: [52, 12], 1: [86, 55, 46, 10], 2: [9], 3: [81, 76, 2], 4: [80, 85, 91, 18], 5: [5, 59, 92], 6: [83, 89], 7: [30, 87], 8: [25, 84, 90], 9: [61], 10: [57, 28, 27], 11: [22, 24], 12: [78], 13: [20], 14: [67, 6], 15: [70]}"
15,"{0: [52, 6], 1: [85, 91, 89], 2: [20, 87, 61, 90], 3: [24, 92], 4: [46, 9, 18], 5: [83, 76, 86, 84, 57], 6: [12, 10], 7: [5], 8: [80], 9: [59], 10: [55, 22, 27], 11: [25, 78], 12: [81, 30, 28], 13: [2, 70], 14: [67]}"
12,"{0: [20], 1: [25, 86, 78, 22, 57], 2: [81, 89, 59, 70], 3: [80, 85], 4: [84, 55, 28], 5: [87, 18], 6: [52, 12, 24], 7: [83, 30, 2, 46, 6, 9], 8: [5], 9: [76, 61, 90, 10], 10: [67, 91], 11: [27, 92]}"
12,"{0: [78, 30, 2], 1: [52, 5, 87, 6, 28, 59], 2: [86, 70], 3: [83, 81, 80, 67, 9, 27], 4: [76, 20, 18], 5: [46], 6: [55, 89, 57, 92], 7: [25, 91], 8: [12, 22], 9: [90, 24], 10: [61], 11: [85, 84, 10]}"
13,"{0: [83, 52, 80, 87, 91], 1: [6], 2: [24], 3: [25, 28, 9], 4: [76, 20, 86, 18], 5: [57, 27, 59], 6: [61, 10], 7: [85, 78, 5, 46], 8: [2, 90, 22], 9: [55], 10: [89, 70], 11: [81, 12, 67, 92], 12: [84, 30]}"
13,"{0: [30, 46, 9, 10], 1: [86, 61], 2: [25, 85, 90], 3: [5, 55, 27, 59], 4: [76, 20, 57], 5: [2, 87], 6: [22], 7: [12, 28], 8: [83, 91, 92], 9: [78, 70], 10: [81, 89], 11: [52, 84, 6, 24], 12: [80, 67, 18]}"
10,"{0: [87, 46, 90, 9, 70], 1: [84, 55, 92, 18], 2: [86], 3: [27], 4: [81, 5, 2, 57, 59], 5: [76, 25, 78, 12, 91, 10], 6: [85, 30, 61, 22, 89], 7: [83, 80, 28, 24], 8: [20, 6], 9: [52, 67]}"
16,"{0: [67, 70], 1: [2, 90, 89, 57], 2: [81, 92, 18], 3: [20, 59], 4: [84, 91, 9], 5: [52, 27, 10], 6: [80, 25, 85, 61], 7: [5], 8: [76, 55, 22, 6], 9: [24], 10: [83, 12, 28], 11: [30], 12: [87], 13: [86], 14: [46], 15: [78]}"
12,"{0: [55, 90], 1: [85, 46], 2: [84, 87], 3: [52], 4: [80, 86, 30, 9], 5: [22], 6: [25, 91, 57], 7: [83, 76, 20, 70, 92, 18], 8: [81, 5, 61, 6], 9: [2, 12], 10: [28, 24, 27, 10], 11: [78, 67, 89, 59]}"
13,"{0: [76, 25, 67, 10], 1: [83, 87, 46, 9, 92], 2: [57], 3: [12, 27], 4: [28], 5: [90, 91], 6: [81, 85, 6, 59], 7: [55, 89], 8: [78, 18], 9: [86, 5, 30, 24], 10: [52, 84], 11: [80, 20], 12: [2, 61, 22, 70]}"
12,"{0: [18, 10], 1: [83, 20, 46, 89], 2: [52, 81, 67, 57, 59], 3: [25, 5, 2, 28], 4: [92], 5: [76, 86, 12], 6: [85, 61], 7: [80, 9], 8: [90, 27], 9: [30, 91, 6], 10: [78, 87, 22, 70], 11: [84, 55, 24]}"
14,"{0: [25], 1: [86, 59], 2: [22, 89, 92], 3: [20], 4: [83, 5, 24], 5: [52, 78, 90, 10], 6: [2, 87, 46, 91, 6, 28, 70], 7: [18], 8: [76, 55], 9: [61, 9, 27], 10: [30, 12], 11: [80, 84, 57], 12: [85], 13: [81, 67]}"
15,"{0: [81, 55, 27], 1: [6], 2: [52, 80, 5, 28, 70], 3: [85, 87, 61, 10], 4: [78, 22, 9], 5: [76, 67, 92], 6: [12, 89], 7: [25, 20, 2], 8: [84, 91, 59], 9: [57, 18], 10: [90], 11: [86], 12: [24], 13: [46], 14: [83, 30]}"
14,"{0: [22, 9], 1: [86, 78, 91], 2: [2, 12, 27], 3: [25, 61, 24], 4: [83, 81, 18], 5: [80, 55], 6: [20, 84, 6], 7: [57, 59, 92], 8: [85, 87, 28], 9: [52, 76, 70], 10: [30, 46], 11: [67, 89], 12: [90], 13: [5, 10]}"
13,"{0: [9, 10], 1: [76, 25, 59], 2: [52, 84, 57], 3: [81, 20, 70], 4: [61], 5: [80, 12, 67], 6: [86, 90], 7: [91, 92], 8: [30, 89, 24], 9: [18], 10: [5, 87, 46, 22, 6, 28, 27], 11: [83, 85, 55], 12: [78, 2]}"
14,"{0: [83], 1: [52, 5, 46, 10], 2: [20, 84, 12, 57, 9, 59, 70], 3: [2], 4: [76, 55, 27], 5: [67, 91, 6, 28, 24], 6: [80, 86, 18], 7: [81, 85, 90], 8: [22], 9: [61, 92], 10: [25], 11: [30, 87], 12: [89], 13: [78]}"
12,"{0: [83, 84, 5, 30, 46, 6, 59], 1: [81, 67, 24], 2: [78, 90], 3: [85, 55, 22, 27, 70], 4: [25, 61, 89], 5: [52, 2, 28, 10], 6: [12], 7: [86, 91, 57, 18], 8: [76], 9: [80, 87], 10: [92], 11: [20, 9]}"
12,"{0: [57], 1: [81, 80, 87, 12], 2: [25, 20, 91, 6, 59], 3: [78, 9], 4: [90, 18], 5: [5, 89], 6: [84, 2, 46, 67, 27, 70, 92, 10], 7: [85, 86, 55, 22], 8: [30], 9: [76], 10: [52, 61, 28], 11: [83, 24]}"
17,"{0: [83, 76, 18], 1: [80, 2], 2: [84, 61, 28], 3: [5, 46, 22, 27], 4: [85, 78, 87, 12], 5: [57], 6: [81, 90, 6], 7: [70], 8: [59], 9: [10], 10: [9, 92], 11: [30, 89], 12: [25], 13: [20, 55, 67], 14: [52], 15: [86, 24], 16: [91]}"
13,"{0: [76, 46, 67, 22, 57, 92], 1: [80, 25, 86, 30, 2], 2: [52, 87], 3: [81], 4: [28, 24, 27, 70], 5: [61, 6, 59], 6: [83, 78, 10], 7: [12, 9, 18], 8: [90, 91, 89], 9: [55], 10: [5], 11: [20, 84], 12: [85]}"
14,"{0: [52, 20, 90, 89], 1: [91, 9, 24, 70, 18, 10], 2: [83, 80, 76], 3: [12, 61, 67], 4: [2, 27], 5: [85, 86], 6: [25, 6], 7: [78, 5, 59], 8: [46, 57], 9: [84, 55, 92], 10: [30], 11: [81, 22], 12: [28], 13: [87]}"
12,"{0: [25, 30], 1: [52, 28, 18], 2: [83, 85, 5, 87, 90], 3: [80, 86, 78, 70, 10], 4: [84, 61, 57, 27], 5: [81, 46, 89], 6: [22, 24, 92], 7: [2, 55, 67, 9], 8: [12], 9: [76, 6], 10: [20, 91], 11: [59]}"
14,"{0: [5, 91, 18], 1: [84, 30, 12, 90, 92, 10], 2: [57, 9], 3: [25, 78, 87, 59], 4: [76, 20], 5: [70], 6: [46, 6, 28], 7: [80, 2], 8: [52, 81, 55, 89], 9: [86, 67, 22], 10: [24], 11: [61], 12: [83, 27], 13: [85]}"
14,"{0: [25, 2, 46, 89], 1: [5, 12], 2: [81, 85, 86], 3: [78, 67, 90, 18], 4: [83], 5: [84, 30, 55, 87, 70], 6: [52, 80, 24, 10], 7: [76, 20], 8: [6, 28, 9], 9: [27, 92], 10: [61, 57], 11: [91], 12: [22], 13: [59]}"
13,"{0: [83, 80, 20, 86, 5, 59, 18, 10], 1: [52, 90, 6], 2: [84, 78], 3: [46, 91, 70], 4: [67], 5: [76], 6: [25], 7: [85, 89], 8: [55, 12, 57, 9, 24], 9: [81, 2, 27], 10: [30, 87, 22], 11: [28], 12: [61, 92]}"
10,"{0: [84, 5, 67, 90, 89], 1: [46, 91, 57, 28, 24], 2: [25, 85, 20, 61], 3: [52, 27], 4: [22, 59], 5: [81, 86, 78, 92, 18], 6: [87, 12, 6, 10], 7: [76, 30], 8: [83, 9, 70], 9: [80, 2, 55]}"
13,"{0: [20, 61], 1: [85], 2: [28], 3: [12, 22], 4: [83, 84, 46, 57], 5: [81, 55, 91, 6], 6: [24, 27, 70], 7: [5, 67], 8: [80, 86], 9: [52, 59], 10: [76, 25, 30, 90, 9], 11: [78, 87, 89], 12: [2, 92, 18, 10]}"
11,"{0: [76, 20, 5, 57, 28, 24, 70], 1: [55, 87, 46, 89], 2: [78, 10], 3: [85], 4: [83, 30, 61, 67, 22], 5: [80, 84, 6, 9], 6: [25, 2, 18], 7: [90], 8: [12, 59], 9: [86, 27, 92], 10: [52, 81, 91]}"
10,"{0: [83, 85, 46, 28, 9, 59, 92], 1: [84, 67, 90, 57, 24, 70], 2: [86, 78, 6, 10], 3: [30, 18], 4: [52, 61, 27], 5: [76, 91, 89], 6: [25, 20, 2], 7: [5, 55, 22], 8: [81, 80, 87], 9: [12]}"
13,"{0: [25, 22, 89, 28], 1: [52, 80, 85], 2: [81, 84, 67, 6], 3: [20, 5, 30, 2, 59], 4: [86, 12, 92, 10], 5: [55, 90, 9, 27], 6: [76, 61], 7: [78, 46, 70], 8: [57], 9: [83], 10: [91, 18], 11: [87], 12: [24]}"
10,"{0: [55, 67, 57], 1: [78, 90, 91], 2: [52, 81, 86, 5, 27], 3: [80, 84, 6, 18], 4: [76, 46, 22, 89], 5: [20, 30, 87, 61, 9], 6: [25, 70], 7: [83, 2, 28, 10], 8: [12, 24, 92], 9: [85, 59]}"
10,"{0: [86, 28, 92], 1: [83, 2], 2: [25, 5], 3: [84, 78, 91, 24, 27], 4: [81, 61, 6, 18], 5: [76, 87, 89], 6: [52, 80, 85, 67, 59], 7: [55, 12, 70, 10], 8: [30, 22, 57], 9: [20, 46, 90, 9]}"
15,"{0: [83, 76, 5, 28], 1: [27, 18], 2: [81, 78, 24, 70], 3: [2, 12, 67], 4: [89, 9], 5: [86, 30, 91], 6: [87], 7: [55], 8: [61, 10], 9: [85, 46, 90, 57], 10: [52, 22], 11: [84, 6, 59, 92], 12: [80], 13: [20], 14: [25]}"
12,"{0: [86, 55, 46, 91], 1: [76, 12, 61], 2: [81, 67, 90, 70], 3: [22, 6, 10], 4: [83, 25, 85, 57, 9, 59], 5: [84, 89, 24], 6: [52, 5, 87], 7: [80, 92], 8: [18], 9: [20, 28], 10: [30, 2, 27], 11: [78]}"
11,"{0: [80, 25, 55, 61], 1: [78, 57, 24], 2: [83, 52, 67], 3: [46, 90, 22], 4: [81, 86, 2, 18], 5: [30, 28, 9], 6: [5, 70], 7: [76, 85, 89, 27], 8: [20, 87, 12, 6, 92, 10], 9: [91], 10: [84, 59]}"
13,"{0: [46, 28, 70], 1: [84], 2: [2, 87, 91], 3: [81, 80, 55, 61], 4: [85, 57, 6, 24, 10], 5: [52, 76, 78, 67, 59], 6: [25, 27], 7: [12, 90, 9], 8: [83, 89], 9: [5, 18], 10: [86], 11: [20, 30], 12: [22, 92]}"
14,"{0: [5, 2], 1: [6, 70], 2: [90, 57, 18, 10], 3: [30, 89, 28, 24], 4: [84, 55, 46, 92], 5: [76, 61, 67, 9, 27], 6: [78], 7: [81, 25], 8: [52, 59], 9: [87], 10: [80, 85, 91], 11: [20, 86, 22], 12: [12], 13: [83]}"
15,"{0: [25, 12], 1: [83, 28], 2: [52, 78], 3: [90, 59], 4: [80, 84], 5: [76, 85, 61, 91], 6: [5, 24], 7: [67, 6, 9], 8: [22, 57], 9: [81, 30, 2], 10: [87, 89], 11: [55], 12: [92], 13: [46, 27], 14: [20, 86, 70, 18, 10]}"
15,"{0: [80, 86, 55, 22, 57], 1: [83, 78, 28, 27], 2: [87, 46], 3: [25, 85, 18], 4: [2, 67, 9], 5: [59], 6: [90, 6, 70], 7: [30, 61, 10], 8: [5, 92], 9: [91], 10: [52, 20], 11: [84], 12: [12, 89], 13: [81, 24], 14: [76]}"
13,"{0: [22, 89, 57, 27, 10], 1: [81, 55, 90], 2: [86, 78, 61], 3: [80, 24], 4: [83, 67], 5: [5, 2], 6: [91, 28, 9, 70], 7: [76, 25, 6], 8: [84, 30, 46, 59], 9: [87, 92], 10: [85, 12], 11: [20, 18], 12: [52]}"
13,"{0: [12, 24, 27, 10], 1: [80, 87, 46, 59], 2: [52, 81], 3: [85, 30, 55], 4: [84, 5, 2, 22, 92], 5: [67], 6: [90, 28], 7: [86, 61, 91, 9], 8: [89, 70], 9: [25, 18], 10: [83, 76, 20], 11: [78, 6], 12: [57]}"
10,"{0: [81, 22, 70], 1: [76, 20, 61, 89, 27], 2: [25, 24, 92, 18], 3: [85, 78, 5, 67], 4: [86, 84, 55, 57], 5: [52, 87, 46, 12, 6, 10], 6: [83, 59], 7: [30, 90, 28, 9], 8: [80, 91], 9: [2]}"
12,"{0: [25, 2], 1: [52, 76, 84, 90, 22, 92], 2: [67, 10], 3: [85, 61, 91, 57], 4: [78, 87, 46, 6], 5: [80, 20, 30, 55], 6: [12, 28, 9], 7: [27, 59], 8: [83, 5, 70, 18], 9: [89], 10: [86, 24], 11: [81]}"
13,"{0: [85, 2, 12, 89, 6], 1: [20, 70], 2: [83, 92], 3: [52, 5], 4: [80, 86, 90], 5: [25, 78, 55, 91, 10], 6: [87, 27], 7: [84, 9], 8: [46, 59, 18], 9: [28], 10: [81, 30, 67], 11: [61, 22, 57, 24], 12: [76]}"
17,"{0: [76, 25, 86, 10], 1: [89, 9, 18], 2: [52, 70], 3: [83, 67, 22, 92], 4: [80, 46], 5: [78, 90, 6], 6: [59], 7: [61], 8: [27], 9: [20, 2], 10: [85, 5, 28], 11: [12], 12: [81, 84, 30], 13: [55, 87], 14: [91], 15: [24], 16: [57]}"
11,"{0: [52], 1: [55, 67, 57, 28, 70], 2: [5, 91, 6, 24, 92], 3: [81, 80, 86, 46, 90], 4: [2, 89], 5: [78, 87, 12], 6: [20, 18], 7: [76, 25, 30, 61, 27, 59], 8: [83, 84], 9: [22, 9, 10], 10: [85]}"
10,"{0: [84, 46, 22, 70], 1: [81, 25, 20, 78, 5, 2, 87, 57, 24], 2: [30, 61, 92], 3: [76, 67, 90, 9, 59], 4: [85, 55, 12, 28], 5: [10], 6: [18], 7: [83, 52, 86], 8: [80, 27], 9: [91, 89, 6]}"
8,"{0: [80, 2, 24, 92], 1: [81, 20, 5, 61, 57, 27, 70], 2: [52, 89, 6, 59], 3: [86, 30, 10], 4: [87, 67, 90, 22, 9], 5: [83, 84, 78, 18], 6: [76, 85, 46, 28], 7: [25, 55, 12, 91]}"
14,"{0: [78, 2, 46, 61, 91, 9, 24, 92], 1: [76, 12, 67], 2: [85, 20, 55, 87], 3: [30, 28, 27], 4: [52, 81, 5, 22], 5: [25, 89], 6: [6], 7: [57, 59], 8: [70, 18], 9: [83], 10: [80], 11: [90], 12: [10], 13: [86, 84]}"
15,"{0: [12], 1: [84, 61, 10], 2: [78], 3: [52, 30, 89, 6], 4: [80, 25, 57, 28], 5: [67, 90], 6: [81, 86, 5, 59], 7: [46, 27, 18], 8: [20], 9: [2, 87], 10: [22, 92], 11: [55, 24, 70], 12: [85], 13: [83, 76, 91], 14: [9]}"
14,"{0: [91, 89, 6], 1: [61, 67, 18], 2: [87, 46], 3: [20, 86, 9], 4: [81, 24], 5: [83, 30, 2, 12], 6: [84, 55], 7: [5, 22, 59, 70], 8: [80], 9: [76, 85, 78], 10: [57, 92], 11: [90, 28, 10], 12: [52, 25], 13: [27]}"
14,"{0: [76, 86, 91], 1: [25, 78, 89, 92, 10], 2: [2, 12], 3: [85, 84, 6], 4: [9], 5: [20, 5, 24], 6: [80, 70, 18], 7: [83, 22, 57], 8: [30, 55, 27], 9: [52, 87, 59], 10: [90], 11: [46], 12: [81, 61, 28], 13: [67]}"
11,"{0: [25, 30, 46, 12, 6, 18], 1: [52, 86, 5], 2: [76, 84, 57], 3: [83, 61], 4: [81, 55, 9, 24, 27, 70], 5: [80, 2, 90, 22], 6: [28, 92, 10], 7: [67], 8: [85, 91], 9: [20, 78, 87, 89], 10: [59]}"
13,"{0: [20, 90, 57], 1: [76, 5, 27, 92], 2: [87, 61, 91, 59], 3: [67], 4: [83, 52, 86, 30, 46, 10], 5: [22, 9], 6: [81, 70], 7: [78, 89, 18], 8: [84, 24], 9: [85, 55], 10: [2, 12], 11: [25], 12: [80, 6, 28]}"
10,"{0: [90, 59], 1: [52, 81, 91, 70], 2: [84, 61, 27, 10], 3: [25, 20, 55, 6, 28], 4: [30, 12, 67], 5: [76, 86], 6: [80, 78, 2, 57, 9], 7: [5, 87, 92, 18], 8: [83, 46, 22], 9: [85, 89, 24]}"
15,"{0: [2, 91, 59], 1: [76, 85], 2: [30, 28], 3: [83, 84, 89, 6], 4: [78, 18], 5: [80, 46, 61, 90], 6: [81], 7: [25, 92], 8: [27], 9: [5, 12, 67, 22], 10: [87, 57, 70, 10], 11: [52, 86, 55], 12: [9], 13: [24], 14: [20]}"
10,"{0: [83, 55, 87, 22, 59], 1: [76, 86, 46, 61, 92], 2: [9, 70], 3: [90, 89], 4: [25, 85, 5, 2, 67, 24, 10], 5: [81, 80, 84, 57, 27], 6: [30], 7: [20, 78, 6, 18], 8: [12, 91, 28], 9: [52]}"
14,"{0: [78, 30], 1: [85, 2], 2: [81, 86, 89, 27, 70], 3: [83, 5, 87, 12, 24], 4: [76], 5: [20, 84, 61, 57, 59], 6: [67, 90], 7: [80, 6], 8: [46, 28, 18], 9: [52, 92], 10: [25, 91], 11: [22, 9], 12: [55], 13: [10]}"
12,"{0: [83, 20, 2, 9, 24, 10], 1: [27], 2: [5, 22, 28], 3: [87, 61, 6, 70], 4: [55, 12, 89, 57], 5: [86, 30, 59], 6: [25], 7: [81, 18], 8: [78, 90, 92], 9: [52, 80, 67], 10: [76, 46, 91], 11: [85, 84]}"
12,"{0: [83, 5, 30, 91, 22, 28, 18], 1: [84, 12, 61, 9], 2: [80, 87, 70], 3: [2, 55, 24], 4: [85, 86, 78, 46], 5: [52, 20, 6, 10], 6: [89, 57, 92], 7: [81, 76], 8: [67], 9: [25, 27], 10: [59], 11: [90]}"
14,"{0: [2, 12, 67], 1: [57], 2: [85, 20, 59], 3: [78, 55, 70], 4: [86, 6, 27], 5: [83, 61, 24], 6: [52, 25, 30, 46, 89, 10], 7: [76, 5, 87], 8: [84, 22, 92], 9: [81], 10: [90, 28], 11: [80], 12: [18], 13: [91, 9]}"
12,"{0: [28, 59], 1: [87, 27], 2: [80, 5, 9, 18], 3: [84, 78, 30, 67, 90, 6, 92], 4: [52, 46], 5: [61], 6: [86, 2, 55, 22], 7: [83, 20, 91, 24], 8: [25, 57], 9: [12, 89], 10: [81], 11: [76, 85, 70, 10]}"
11,"{0: [80, 25, 84, 78, 6, 70], 1: [90, 24, 27, 92, 10], 2: [12, 22, 57, 18], 3: [52, 5], 4: [46, 91, 89], 5: [83, 85, 2, 28], 6: [81, 87, 61, 67], 7: [76, 9], 8: [55], 9: [20, 59], 10: [86, 30]}"
12,"{0: [25, 90, 27], 1: [30, 87, 89], 2: [52, 46, 61, 57, 6], 3: [80, 20, 5, 9, 59, 70, 10], 4: [78, 2, 28, 24], 5: [18], 6: [76, 22], 7: [83], 8: [86, 84, 91, 92], 9: [55, 12], 10: [81], 11: [85, 67]}"
11,"{0: [83, 30, 87, 67, 9], 1: [20], 2: [76, 12, 89, 10], 3: [2, 90, 28, 27, 18], 4: [81, 80, 78], 5: [91, 22, 57, 6, 92], 6: [24, 70], 7: [52, 85], 8: [46, 59], 9: [25, 86, 55, 61], 10: [84, 5]}"
11,"{0: [83, 85, 86, 2], 1: [52, 84, 5, 30, 22, 6], 2: [46, 90], 3: [61, 9, 70, 92, 10], 4: [20, 27], 5: [59], 6: [81, 76, 12, 89], 7: [67, 91, 28], 8: [78, 55, 87, 24, 18], 9: [80, 57], 10: [25]}"
12,"{0: [85, 30, 22, 92], 1: [81, 18], 2: [2, 28], 3: [25, 87], 4: [76, 78, 67, 90, 91, 89], 5: [84, 5, 46], 6: [20, 55, 12], 7: [86, 9, 24], 8: [61, 10], 9: [6, 27], 10: [83, 80, 57, 59, 70], 11: [52]}"
11,"{0: [86, 22, 24], 1: [2, 18], 2: [52, 85, 91, 57], 3: [25, 20, 5, 30, 46, 61, 9, 70], 4: [76, 55, 10], 5: [83, 84, 90, 6], 6: [89, 28, 92], 7: [80], 8: [81, 87, 12, 67, 27], 9: [78], 10: [59]}"
13,"{0: [27], 1: [80, 28, 92], 2: [85, 86, 55, 12, 59], 3: [25, 87, 46, 67], 4: [83], 5: [78, 91, 24, 10], 6: [90, 89, 70], 7: [61, 22], 8: [20, 2], 9: [76, 5, 18], 10: [81, 84, 30, 6], 11: [57, 9], 12: [52]}"
12,"{0: [59, 18, 10], 1: [80, 46, 61, 70], 2: [87, 67, 27], 3: [52, 81, 12, 89, 9, 24], 4: [30, 2, 90], 5: [84, 78, 28], 6: [25, 85, 86, 91, 92], 7: [83], 8: [76, 57], 9: [20], 10: [22], 11: [5, 55, 6]}"
13,"{0: [5, 57, 92], 1: [25, 12, 10], 2: [80, 89, 6, 18], 3: [30, 61, 70], 4: [86, 24], 5: [22, 27], 6: [55, 90, 28, 9], 7: [52], 8: [85, 2, 87, 59], 9: [76, 91], 10: [83, 46, 67], 11: [84, 78], 12: [81, 20]}"
11,"{0: [80, 86, 78, 28, 10], 1: [5, 24], 2: [81, 20, 84, 30, 87, 92], 3: [83, 67, 91, 6], 4: [22, 89, 57, 9, 59], 5: [25, 85, 61], 6: [46, 70], 7: [52, 90, 27, 18], 8: [55], 9: [2, 12], 10: [76]}"
14,"{0: [76, 46], 1: [30, 55, 91, 57, 9], 2: [83, 85, 78, 87], 3: [24, 18], 4: [2, 27], 5: [86, 6], 6: [52, 25, 20, 12, 67, 70], 7: [80], 8: [90, 22, 89], 9: [5, 61, 92], 10: [84, 59], 11: [81], 12: [10], 13: [28]}"
13,"{0: [83, 25, 5], 1: [86, 2, 89, 10], 2: [85, 12, 90, 28, 92], 3: [22, 6, 24], 4: [91, 9, 27, 59], 5: [55, 67], 6: [52, 84, 18], 7: [61], 8: [76, 78], 9: [20, 87, 57, 70], 10: [80], 11: [81, 46], 12: [30]}"
12,"{0: [52, 91, 89, 27], 1: [78, 2, 55, 22, 59], 2: [30, 61, 67, 90], 3: [24], 4: [87, 6], 5: [86, 5, 18], 6: [85, 20], 7: [81, 92, 10], 8: [12, 9, 70], 9: [76, 25, 46], 10: [80, 28], 11: [83, 84, 57]}"
15,"{0: [86, 30], 1: [20, 78, 9], 2: [52, 46, 6], 3: [90, 18], 4: [83, 76, 57, 59, 10], 5: [80, 25, 87, 27], 6: [85, 28], 7: [84, 61], 8: [81, 5], 9: [67, 92], 10: [12, 89], 11: [22, 70], 12: [24], 13: [55, 91], 14: [2]}"
13,"{0: [78, 22, 24], 1: [86, 67, 6, 27, 70], 2: [55, 12, 57, 10], 3: [5, 89, 9, 92], 4: [76, 2], 5: [25, 46, 90], 6: [83], 7: [52, 85, 59], 8: [81, 84, 61], 9: [20], 10: [30], 11: [91, 28, 18], 12: [80, 87]}"
12,"{0: [78, 67], 1: [30, 89, 92], 2: [85, 5, 90, 59], 3: [80, 25, 2, 22, 9, 10], 4: [27, 18], 5: [83, 86, 28], 6: [87, 46, 24], 7: [81, 76, 6], 8: [12], 9: [55, 91, 57], 10: [52, 84, 61, 70], 11: [20]}"
13,"{0: [5, 57, 59, 18, 10], 1: [81, 6], 2: [52, 20, 86, 84, 24, 92], 3: [80, 87, 22], 4: [83, 46, 67, 91], 5: [27], 6: [78, 12, 70], 7: [2, 55, 9], 8: [30], 9: [25, 85, 90], 10: [61, 89], 11: [28], 12: [76]}"
15,"{0: [20, 70], 1: [86, 89, 28], 2: [25, 85, 87], 3: [61], 4: [90, 59, 10], 5: [81, 78, 46, 12, 27], 6: [5, 22], 7: [83, 91], 8: [52, 76, 24, 18], 9: [80, 30, 67, 6], 10: [55], 11: [2], 12: [84], 13: [57, 92], 14: [9]}"
11,"{0: [81, 76, 25, 61, 67, 92], 1: [5, 46, 12, 57, 24], 2: [20, 86, 30, 9, 70], 3: [52, 91, 59, 18], 4: [78], 5: [2, 90], 6: [85, 55, 87], 7: [89, 10], 8: [80, 6, 27], 9: [83, 84, 22], 10: [28]}"
12,"{0: [76, 85, 46, 67, 22, 89], 1: [81, 80, 27, 59], 2: [30, 12], 3: [87, 91, 6, 18], 4: [20, 86, 61], 5: [55, 57, 28], 6: [5, 24, 70], 7: [83, 2, 9, 10], 8: [90], 9: [25, 92], 10: [84, 78], 11: [52]}"
9,"{0: [55, 67, 27], 1: [87, 46, 90, 59, 92], 2: [52, 25, 84, 22], 3: [86, 57, 18], 4: [76, 2, 91, 28, 9], 5: [83, 80, 78, 61, 70, 10], 6: [81, 89, 6, 24], 7: [20, 5, 30], 8: [85, 12]}"
14,"{0: [83, 25, 2, 12], 1: [52, 20, 78, 91, 27], 2: [85, 84, 46, 6, 18], 3: [81, 61, 22, 89], 4: [87, 90, 24, 70], 5: [30, 10], 6: [76, 92], 7: [57, 9], 8: [55, 67], 9: [28], 10: [59], 11: [5], 12: [86], 13: [80]}"
13,"{0: [81, 84], 1: [2, 12, 18], 2: [86, 46, 90, 91, 59], 3: [80, 76, 70], 4: [55, 57, 24], 5: [25, 85, 61, 6, 10], 6: [52, 87], 7: [20], 8: [83], 9: [5, 27, 92], 10: [78, 67, 22, 89], 11: [28, 9], 12: [30]}"
11,"{0: [80, 84, 89], 1: [25, 86, 70, 92], 2: [46, 90, 57, 18], 3: [20, 2], 4: [83, 87], 5: [76, 78, 5, 24], 6: [67, 10], 7: [85, 30, 6], 8: [12, 9, 59], 9: [81, 55, 61, 91, 22, 28, 27], 10: [52]}"
12,"{0: [22, 27], 1: [86, 2, 59], 2: [85, 91, 28], 3: [67, 70, 92], 4: [76, 20, 57], 5: [83, 46, 90], 6: [81, 55, 12, 61], 7: [84, 24], 8: [78, 89, 6, 9], 9: [80, 30], 10: [52, 25, 18, 10], 11: [5, 87]}"
12,"{0: [5, 2, 91, 24, 27, 92], 1: [25, 86, 67, 57], 2: [12, 18], 3: [80, 87, 89, 70], 4: [81], 5: [52, 59], 6: [76, 85, 55, 46, 9], 7: [83, 84], 8: [20, 78, 6, 28], 9: [30, 61, 10], 10: [22], 11: [90]}"
11,"{0: [83, 85, 9], 1: [86, 78, 55, 46, 89, 6], 2: [12, 91, 27], 3: [5, 59, 92, 18], 4: [80, 2, 70, 10], 5: [30, 61, 24], 6: [52, 76, 84, 57], 7: [81, 25], 8: [22, 28], 9: [87, 67, 90], 10: [20]}"
14,"{0: [25, 5, 55, 70], 1: [27], 2: [20, 84, 9], 3: [80, 78, 59], 4: [83, 46, 18], 5: [22, 89, 6], 6: [81, 28, 24], 7: [2, 12, 91], 8: [86, 90, 92], 9: [57, 10], 10: [76, 30], 11: [85, 61], 12: [52], 13: [87, 67]}"
9,"{0: [25, 84, 78, 2, 46, 61, 90, 91, 59], 1: [86, 30, 28], 2: [83, 57, 70], 3: [6], 4: [52, 80, 55, 89, 27], 5: [81, 5, 10], 6: [76, 67, 9, 18], 7: [85, 20, 87], 8: [12, 22, 24, 92]}"
12,"{0: [52, 76, 25, 57, 59, 10], 1: [85, 78, 46], 2: [80, 5, 87, 28], 3: [84, 90, 22, 18], 4: [30, 70, 92], 5: [86, 9, 24, 27], 6: [20, 2], 7: [81], 8: [83], 9: [55, 67, 91], 10: [61, 6], 11: [12, 89]}"
